	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10369.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10395.Gastrectomy	10742.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
C00979_O-Acetylserine	0.0	10.9756958	48.89975854	0.0	0.0	0.0	19.54029444	0.0	0.0	0.0	0.0	5.940416385	26.10757847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.03904249	0.0	0.0	0.0	20.76434007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.801098217	0.0	0.0	0.0	0.0	0.0	2.027819305	0.0	4.6624246330000005	0.0	11.71618064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.63514267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.15352246	0.0	0.0
C00986_1,3-Diaminopropane	0.0	0.0	0.0	34.72546753	0.0	0.0	11.35751218	24.17739489	6.60657005	0.0	10.01430865	44.64555423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.57635430000002	0.0	17.91073326	7.9620007039999985	0.0	0.0	46.6628527	0.0	0.0	0.0	47.58933767	0.0	0.0	51.36630409	0.0	40.0	16.64798509	0.0	0.0	0.0	61.52944603	11.93229754	17.94113923	0.0	0.0	20.0	50.0	16.36259874	0.0	9.807253607	38.35628959	57.0	0.0	0.0	0.0	12.52255174	73.70187789	0.0	8.921875992	13.03558526	0.0	19.13715473	25.80088711	127.85031200000002	0.0	0.0	0.0	0.0	0.0	0.0	29.6458814	0.0	22.0	0.0	0.0	0.0	0.0	15.0	141.0	0.0	141.87003090000005	58.0	0.0	27.53869015	0.0	0.0	0.0	10.11785326	54.09785640000001	0.0	40.0	51.07258219	0.0	0.0	0.0	0.0	54.92018786
C00993_Ala-Ala	329.88908169999996	396.2545668	366.9494959	943.7258991	169.0	384.7958653	222.850406	1120.1887390000004	438.94174649999997	141.82364109999997	145.242723	230.871373	606.1765432	315.26237139999995	279.0	271.92814599999997	41.07512144	20.0	417.03017860000006	72.49589649	331.0	220.223079	1753.832759	250.0	96.0	488.8671222	23.0	188.93506169999998	1337.721707	322.31009819999997	468.1159971	184.0	237.7094779	418.15873460000006	332.0	157.61411299999997	96.0	99.88345806	205.06690980000002	171.20943469999997	209.3879602	120.9981713	217.0	0.0	1019.0	254.0	357.8711242	69.0	606.6415215	412.2798193	215.0	48.0	326.0727571000001	607.5762487000002	343.7716466	587.167408	110.0620222	437.4766676	510.1628432	380.0	814.0445979	150.0903371	186.162874	244.02739790000004	30.0	197.21603069999998	216.31562430000002	62.0	352.0	384.8630213	186.2461792	393.0	228.84899950000002	149.0	18.0	149.2654197	151.0	159.0	267.36414390000004	341.58727789999995	447.0	48.0	125.9332182	144.4406165	185.0	0.0	675.3319297	791.9351221	151.0	192.0	678.8420497000002	389.0	264.5211324	160.79471519999996	683.1292695000002	106.58343729999999
C01004_Trigonelline	14.69510349	0.0	8.692403407	30.82197187	9.1	0.0	45.07331277	0.0	0.0	10.10016102	66.37325862	2.518269982	28.62685335	33.3324883	758.0	5.332100776	0.0	0.0	26.05544017	64.45413932	8.0	0.0	10.24627402	0.0	12.0	8.736257214	0.0	9.184808997000001	0.0	26.25565732	37.95110884	30.0	0.0	9.56382025	18.0	2.659838181	31.0	14.74610782	29.53246597	0.0	31.97501647	8.467057936	0.0	0.0	91.0	39.0	14.62214657	0.0	112.22666969999999	18.05517012	7.7	18.0	13.29314507	8.751236054	297.2633153	16.56390409	8.059837899	10.92109763	8.097852381000001	11.0	31.007584700000002	15.57897272	440.11608939999996	15.05771925	0.0	0.0	5.415495653	58.0	46.0	31.31943089	15.00173547	31.0	20.683541899999998	35.0	0.0	0.0	15.0	83.0	4.932241444	10.11682899	27.0	12.0	14.85879324	13.54622734	52.0	0.0	352.2187631	7.316359848999999	31.0	75.0	0.0	33.0	75.19548398	0.0	4.724727359	17.49180581
C01005_O-Phosphoserine	35.84021062	0.0	0.0	0.0	0.0	0.0	38.23996161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.35444596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	269.5508384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.63010056	0.0	0.0	0.0	107.35654779999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.9502289	0.0	0.0	150.1274688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.79120382	41.62983266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.39430486
C01008_Trimethylsulfonium	0.0	0.0	0.0	0.0	0.0	48.71300553	18.57302599	0.0	10.98035321	0.0	0.0	0.0	0.0	21.1259049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.11490047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	151.1988357	29.42030326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.11959977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.38724989	0.0	0.0	186.9008137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.84031222	200.2709171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.71019556	0.0	0.0	0.0	15.42874263	0.0	35.79895569	0.0	0.0	0.0
C01013_3-Hydroxypropionate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3903.900904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4217.0	0.0	0.0	1642.0	0.0	0.0	0.0	0.0	0.0	0.0	95.41984733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5583.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C01015_Hydroxyproline	130.58549309999998	625.921255	140.069975	264.9304466	497.0	64.68126569	239.8493344	216.7385372	33.96257772	40.96255958	16.89309379	132.4579659	104.6137214	59.78519194	965.0	51.09291533	0.0	46.0	388.56383460000006	12.28034044	610.0	49.84952308	458.757382	29.0	222.0	27.94427485	12.0	19.64552138	412.6169695	50.80045847	96.25464616	105.0	87.26888213	86.46395322	3970.0	94.32058359999999	17.0	27.87589923	122.4102273	720.6877188999997	36.07906931	863.4454553999999	232.0	88.0	32.0	107.0	85.15720741	0.0	57.15306539	19.97822252	330.0	63.0	153.5302625	286.7201356	30.99986921	1090.090561	26.66811945	58.01673387	38.1593756	205.0	82.19992749	20.65203146	58.98512452	52.39485435	288.0	45.18083535	21.45511518	41.0	126.0	57.3356939	0.0	134.0	46.34967296	189.0	0.0	26.84425911	34.0	183.0	745.0143029	16.46774865	123.0	0.0	24.36130009	30.54252812	33.0	41.0	1020.805284	34.64747906	110.0	103.0	110.7564887	48.0	41.28524872	29.96996879	82.49972447	13.92502899
C01020_6-Hydroxynicotinate	0.0	0.0	0.0	0.0	0.0	0.0	77.47633663	0.0	0.0	0.0	0.0	0.0	0.0	121.7041057	0.0	0.0	0.0	131.0	0.0	0.0	0.0	0.0	0.0	0.0	142.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	147.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	16.15973707	0.0	0.0	0.0	239.0	0.0	0.0	87.0	107.0	48.00064544	0.0	95.0	0.0	104.0	0.0	0.0	0.0	206.0	0.0	0.0	0.0	0.0	25.91981529	0.0	0.0	0.0	0.0	0.0	0.0	238.0	0.0	0.0	25.20675828	0.0	0.0	22.35465351
C01026_N,N-Dimethylglycine	0.0	0.0	14.6390827	29.15992602	0.0	0.0	90.94946361	14.64128133	12.43366533	0.0	0.0	0.0	0.0	0.0	119.0	12.48692814	0.0	24.0	8.15532318	9.994069219	0.0	19.69547797	8.105469514	0.0	25.0	24.65939154	0.0	13.69789104	7.914325347999999	0.0	12.94494249	34.0	25.64157342	167.7967746	0.0	16.42611111	17.0	12.29033469	103.8689412	0.0	16.140687900000003	0.0	0.0	0.0	0.0	0.0	13.65838942	0.0	16.36779775	19.43653058	0.0	0.0	9.128900544	11.36468552	14.57569389	12.82070494	0.0	0.0	16.7490075	0.0	0.0	18.20953214	23.18149912	10.73534754	0.0	20.49843329	0.0	0.0	26.0	17.77159002	19.07143607	0.0	20.13949308	24.0	0.0	0.0	0.0	80.0	10.72400477	18.04462253	0.0	0.0	25.61267741	11.07739078	40.0	0.0	0.0	50.08148832	0.0	31.0	44.21132305	0.0	0.0	18.16569078	12.91913014	12.91749358
C01029_N8-Acetylspermidine	15.64807813	8.11166248	23.90273317	22.40491525	0.0	24.38232308	15.99824031	34.39231328	6.45822861	7.8876932439999985	11.117541000000001	100.309477	25.63365625	16.12216152	0.0	4.477474781000001	2.599767258	0.0	22.10767795	35.83175628	14.0	37.21835028	8.065688028	0.0	0.0	23.40405123	0.0	5.01832023	53.30397736	8.196467406	24.55230877	0.0	26.93681383	0.0	20.0	15.01662471	2.8	2.08719031	50.56937789	84.0058192	22.79882691	5.670538923	0.0	60.0	26.0	0.0	34.23737474	0.0	50.84785814	79.10150356	0.0	0.0	25.69353625	26.14520026	68.38727473	43.72692923	2.698654125	8.143753441	18.13608474	66.0	34.66563859	3.026469814	13.12786109	19.74351651	0.0	5.887562568	6.8601594839999995	0.0	0.0	10.47368436	14.40636398	0.0	15.606177300000002	2.1	0.0	7.899961608	9.5	0.0	7.6768397329999996	0.0	0.0	0.0	2.8059575430000003	13.52282941	0.0	0.0	41.25790502	56.56684347	0.0	0.0	26.67366057	0.0	0.0	4.087928389	13.86975237	28.40933477
C01035_gamma-Guanidinobutyrate	28.77802992	8.036777815	0.0	26.22677755	9.7	44.60785331	21.11661467	95.40185836	9.921920297	19.8408417	0.0	7.738696322999999	0.0	10.68723729	0.0	39.07718963	40.58228232	0.0	0.0	0.0	10.0	19.48983031	20.91783121	6.4	21.0	28.03119693	0.0	14.28496567	9.10122651	39.32845461	19.3783178	22.0	11.68575053	36.45378876	0.0	8.803935596	0.0	8.759629941	28.27828882	17.87148441	9.725540726	11.33163046	13.0	0.0	0.0	7.6	0.0	0.0	23.21523278	0.0	0.0	0.0	26.47776664	0.0	21.48549548	22.33519825	16.89175177	11.51631665	18.29590273	11.0	13.98481224	7.537881737	92.39598006	13.54171476	0.0	11.5428573	22.24101634	0.0	0.0	61.94833575	0.0	0.0	8.463506687999999	30.0	0.0	15.82511165	12.0	19.0	0.0	30.92309496	14.0	14.0	14.58833084	8.848452405	0.0	0.0	6.0705911860000015	0.0	57.0	138.0	20.68115655	131.0	34.21334926	10.98833119	41.49553331	8.933356783999999
C01042_N-Acetylaspartate	3463.517456	251.5136284	28.14061054	79.52976867	127.0	734.9485699	1078.362789	616.7745195	1844.0529829999998	0.0	2582.52328	338.6885023	0.0	63.08609401	1090.0	882.6136368999997	37.17829871	240.0	3749.0272170000003	262.8490074	526.0	726.8934446000003	116.2575061	1223.0	337.0	638.4378092000002	290.0	1561.660378	581.9339652000001	2689.0886530000002	1469.103443	135.0	581.2866749	710.5414381	265.0	450.58088080000016	121.0	691.6559032	740.3401586	459.7696949	1089.447323	191.35718390000002	203.0	310.0	1455.0	167.0	558.9022192000001	613.0	742.7145919	112.5362869	335.0	402.0	1201.99053	157.9129496	925.7150141000001	0.0	1092.6024869999999	665.8061339	908.8222171	617.0	861.3873610999997	1470.8983449999994	1203.405793	3238.875367	72.0	1599.933444	1311.932474	43.0	194.0	365.0718539	1436.8375529999994	398.0	951.7766367	299.0	32.0	1109.65881	830.0	0.0	2255.1700140000007	266.7308178	268.0	303.0	941.0477872000001	3507.723631000001	1437.0	73.0	105.7773693	6039.382442	456.0	221.0	799.0436388999997	562.0	1285.025424	818.4560215	1032.436056	655.4394798999998
C01046_N-Methylglutamate	0.0	0.0	9.815534182	377.2268828	0.0	38.30335081	18.81318577	6.943930924	39.97229855	8.226994409	26.14252995	248.7043012	2462.644826	0.0	83.0	10.27606181	0.0	0.0	6.1157148260000005	37.07830602	0.0	38.93787273	0.0	0.0	11.0	11.40231992	0.0	13.03288486	0.0	64.75593047	9.20271297	0.0	15.08222419	11.98226013	0.0	15.90570436	0.0	11.53674272	0.0	0.0	27.82618984	0.0	39.0	16.0	32.0	25.0	7.015265315	0.0	44.48209525	0.0	0.0	0.0	5.638051578	28.00942516	11.6857767	12.42789886	12.7301444	0.0	11.01588079	23.0	20.47411274	0.0	18.45660574	30.59270497	0.0	0.0	7.129378741	0.0	17.0	15.38802235	0.0	19.0	0.0	0.0	0.0	15.82458864	19.0	0.0	0.0	16.21640588	0.0	0.0	0.0	8.919794715	0.0	0.0	0.0	13.72006161	21.0	0.0	0.0	0.0	18.789476800000006	15.17954774	42.56348744	6.882719338999999
C01047_N-gamma-Ethylglutamine	116.5489822	0.0	0.0	137.8228687	0.0	6.52985269	0.0	26.82892682	7.976796707	0.0	0.0	31.27152315	0.0	0.0	0.0	0.0	30.61455285	0.0	313.5623063	27.649238699999998	0.0	49.71930621	0.0	0.0	24.0	40.29876557	0.0	0.0	78.86249761	0.0	26.14328791	0.0	55.28426498	0.0	32.0	160.9641672	0.0	26.81557239	0.0	0.0	0.0	4.358148138	0.0	0.0	0.0	0.0	56.47622981	0.0	51.930878899999996	9.706730638	55.0	0.0	243.6551683	111.61450430000001	0.0	54.83223145	0.0	0.0	54.11895604	0.0	16.25603509	0.0	44.01243654	40.88131448	0.0	9.464764563	37.09323658	0.0	0.0	4.373146258999999	241.11695869999997	28.0	101.8451319	0.0	0.0	48.37823952	0.0	44.0	96.11715136	23.02167869	0.0	0.0	0.0	0.0	0.0	0.0	15.13173956	45.39145121	0.0	0.0	29.90286533	0.0	0.0	22.16284774	67.20727979	27.57995503
C01073_N-Acetyl-beta-alanine	0.0	0.0	38.07067377	40.53549319	0.0	0.0	59.37830056	0.0	18.00943758	0.0	0.0	92.57679529	0.0	0.0	0.0	83.80563738	0.0	0.0	0.0	85.68302101	0.0	0.0	70.89682682	0.0	0.0	0.0	0.0	66.78960641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.97468519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.00200299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.67538116	0.0	0.0	64.62831577	50.35254778	0.0	58.62323251	0.0	0.0	0.0	74.0	0.0	172.3538805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	262.4643439	0.0	0.0	0.0	106.7199287	0.0	0.0	0.0	0.0	0.0	103.8528018	0.0	0.0	0.0
C01081_Thiamine monophosphate	0.0	0.0	0.0	0.0	0.0	0.0	39.76674567	17.06435902	42.77000346	0.0	148.8170919	0.0	0.0	0.0	0.0	38.2626982	0.0	0.0	0.0	0.0	0.0	14.48419136	0.0	7.0	0.0	0.0	0.0	81.95510384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.90563379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.2290628	0.0	0.0	0.0	16.7896125	22.01102394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	214.1993681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.79068649	0.0	0.0	0.0	31.83375174	0.0	0.0	58.58323411	0.0	0.0	0.0	0.0	0.0
C01089_3-Hydroxybutyrate	493.30266639999996	328.7328061	0.0	0.0	784.0	0.0	175.25793430000004	0.0	0.0	0.0	0.0	743.9538623999997	1468.051218	184.1655709	1217.0	0.0	660.7999854	0.0	0.0	0.0	688.0	0.0	0.0	0.0	0.0	0.0	1049.0	0.0	1281.111078	0.0	0.0	0.0	0.0	229.73396209999999	757.0	0.0	0.0	0.0	3893.335376	155.19168090000005	0.0	182.08786909999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.5264075	479.0	0.0	0.0	0.0	284.66518439999993	1370.064768	0.0	139.151361	0.0	0.0	0.0	0.0	301.3637843	0.0	0.0	801.1565271000003	0.0	0.0	0.0	0.0	416.5246492	0.0	0.0	0.0	0.0	0.0	0.0	649.0	742.8233974999997	155.4885519	1143.0	1636.0	16312.89496	0.0	0.0	0.0	427.6477186000001	0.0	0.0	0.0	196.6493686	0.0	0.0	0.0	0.0	454.4438071000001
C01096_Sorbitol 6-phosphate	0.0	0.0	0.0	0.0	159.0	0.0	66.75481277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.17054240000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.88969179	0.0	0.0	0.0	0.0	0.0	0.0	94.11618916	0.0	0.0	146.2357485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.08759646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.53351550000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136.77375890000002
C01104_Trimethylamine N-oxide	0.0	0.0	0.0	0.0	0.0	0.0	167.18526599999996	7.62868792	4.868457294	0.0	0.0	2.986376487	0.0	0.0	13.0	0.0	12.41364095	0.0	0.0	0.0	0.0	3.02392345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.273514604	0.0	0.0	128.0983244	0.0	2.4603649130000003	0.0	0.0	107.21747309999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.276663405	0.0	0.0	10.38255574	0.0	0.0	3.3609835689999996	11.32056609	4.084953478	13.94430076	0.0	5.516523546	6.940156636	0.0	0.0	0.0	7.525041242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.117256124	0.0	77.82341802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.415546206	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.051060681	0.0	0.0	21.08943735
C01118_o-Succinylhomoserine	55.46669936	0.0	0.0	99.17280264	0.0	0.0	0.0	113.25151059999999	0.0	0.0	0.0	0.0	231.12699190000004	0.0	0.0	0.0	10.64353299	0.0	31.74324735	0.0	0.0	0.0	0.0	0.0	0.0	38.38458488	0.0	0.0	0.0	0.0	46.41505658	0.0	29.4819517	0.0	0.0	32.65654357	0.0	0.0	0.0	0.0	0.0	54.19447429	0.0	0.0	0.0	0.0	97.82148518	0.0	0.0	0.0	0.0	0.0	81.30749761	37.98012161	130.8284327	83.43316455	0.0	0.0	50.54398808	0.0	74.22402647	16.60281284	258.1187479	0.0	0.0	0.0	104.8467936	0.0	0.0	0.0	29.89839074	0.0	38.98276751	0.0	0.0	50.53880903	0.0	0.0	57.08416310000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.1011582	0.0	0.0	0.0	0.0	0.0	0.0	60.27533642	38.40747281
C01152_3-Methylhistidine	84.50824399	39.458112299999996	162.72027119999996	118.454678	20.0	32.14553494	733.5285247	88.87562985	19.22021898	72.58121008	23.60845431	46.19886414	76.96392464	69.3463283	2019.0	11.38886208	6.9278064860000015	11.0	23.5808137	9.638283112	39.0	11.75635606	46.58199568	17.0	42.0	76.62751436	49.0	16.48742083	61.44249185	244.0542074	253.62459410000002	145.0	10.62859352	522.0665204	38.0	18.94652892	8.6	10.34570768	1141.946686	253.1771923	33.95015571	31.06295136	28.0	14.0	90.0	76.0	237.1404603	26.0	147.9914785	166.6961868	41.0	27.0	48.37631134	190.63352790000002	105.59812620000001	17.1585375	6.6632901	67.21676427	44.09061789	57.0	64.07619591	153.4895495	116.479579	21.411069	166.0	45.27122164	105.61735859999999	11.0	21.0	29.80686838	139.78031030000002	113.0	508.14802010000005	42.0	15.0	30.5511903	50.0	191.0	21.07172584	24.92119032	86.0	47.0	97.64518862	71.48494706	593.0	13.0	20.35437363	164.19034950000002	12.0	29.0	22.10261928	693.0	120.49775819999999	16.95528652	257.2913711	53.29015908
C01181_gamma-Butyrobetaine	646.2986384	710.2164544999997	2356.063938	1312.8228199999999	591.0	173.2403243	1798.689053	354.46200360000006	405.64765550000004	657.5999524	571.2170092	650.4976105000002	1792.542294	1048.1958300000001	773.0	436.6332232	158.6294762	279.0	711.238007	3026.854522	417.0	5211.906707	1579.2520960000006	815.0	391.0	503.17368650000003	265.0	548.1294625	820.0337015	515.5106521	975.8020024	941.0	619.993519	952.1190505000001	2212.0	784.2019272000001	698.0	849.7097367	1325.12221	303.63755539999994	302.8004062	104.44541559999999	679.0	652.0	1086.0	370.0	7174.254190000002	261.0	373.9753557	3260.051536	350.0	310.0	1235.72161	563.798258	964.2408114	755.6453706	295.44304489999996	1544.952043	1197.3576970000001	742.0	300.55114260000005	168.2586236	1810.775575	861.7289409	428.0	626.3074742	378.1953354	118.0	3305.0	1378.755519	880.988722	1603.0	1103.293567	252.0	112.0	578.5664416000002	458.0	1016.0	1542.02979	872.9683700999999	1970.0	237.0	715.1114845	344.8935145	201.0	83.0	143.3468335	3175.3049760000013	618.0	938.0	2885.012558	546.0	371.435953	168.1958544	357.1470327	207.45472990000002
C01198_3-(2-Hydroxyphenyl)propionate	0.0	191.7983006	0.0	194.8148404	0.0	0.0	35.86200969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	364.1440731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.59036529999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	268.70950510000006	0.0	0.0	0.0	0.0	0.0	397.2124398	0.0	106.22584309999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	302.56248439999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C01234_1-Aminocyclopropane-1-carboxylate	10.12874302	0.0	0.0	0.0	11.0	0.0	0.0	18.89345924	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	47.34347913	0.0	0.0	0.0	31.96419828	0.0	0.0	3.349849765	0.0	0.0	43.91377798	0.0	6.455240969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.94125586	0.0	0.0	13.95374327	0.0	0.0	7.9791368889999985	0.0	0.0	15.09288878	0.0	28.15532419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.79733743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.04893447	0.0	5.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C01262_Anserine	0.0	69.18046839	0.0	0.0	6.3	0.0	0.0	82.88558506	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	5.4	0.0	0.0	3.0	0.0	0.0	11.0	0.0	32.58051303	0.0	0.0	0.0	0.0	78.48899498	34.0	25.46438736	70.54968599	36.0	26.51770032	5.9	0.0	0.0	189.33341399999998	0.0	97.82550886	20.0	7.5	14.0	11.0	45.6043939	0.0	0.0	0.0	4.6	0.0	0.0	181.26440119999998	0.0	0.0	0.0	152.40085249999996	0.0	24.0	0.0	0.0	167.35708169999995	0.0	16.0	0.0	70.70536123	16.0	4.8	0.0	0.0	33.0	23.3000016	7.8	7.2	0.0	36.0	0.0	0.0	45.2593114	574.0	3.8	31.14112412	0.0	40.0	0.0	0.0	26.02251196	12.0	4.1	0.0	75.0	0.0	0.0	211.01148480000003	26.48532037
C01425_Glu-Glu	49.01748603	39.30528571	10.74338989	0.0	43.0	9.629746769	0.0	0.0	7.101301595	7.980772862999999	0.0	7.9620780920000005	162.46869980000002	10.32094621	222.0	0.0	100.8831483	0.0	0.0	0.0	49.0	7.933681257999999	6.871796862999999	0.0	113.0	0.0	0.0	4.6702488419999995	14.3288024	0.0	0.0	27.0	0.0	8.738984878	133.0	19.64258613	15.0	8.343736318	102.09522750000001	459.21147110000004	0.0	7.166788373999999	0.0	20.0	0.0	38.0	0.0	0.0	0.0	15.51430659	46.0	0.0	0.0	0.0	16.29051452	0.0	174.7745483	7.679571125	0.0	102.0	7.1178252760000005	0.0	0.0	5.381593499	37.0	5.8638996410000015	32.32272508	0.0	42.0	0.0	10.96097642	26.0	0.0	0.0	31.0	0.0	0.0	91.0	29.57797665	11.75617853	129.0	507.0	38.28627593	12.7133964	0.0	0.0	34.37809313	21.48830153	0.0	45.0	4.4893584319999995	0.0	0.0	0.0	0.0	0.0
